transaction_id,created_at,reporting_month,account_id,counterparty_account,transaction_group_id,transaction_type,status,amount,currency,balance_before,balance_after,regulatory_code,finalized,record_hash,prev_record_hash,metadata,_ingested_at,amount_signed,balance_delta,metadata_channel,metadata_note,created_date,created_month,monto_firmado,val_balance,val_reporting_month,val_amount,val_hash_present,val_hash_chain,val_unique_id,registro_valido,observaciones
tx000000-0000-0000-0000-00000000004E,2026-03-24 10:35:00+00:00,2026-03,ACC1004,MERCH-777,GRP-202603-24,DEBIT,COMPLETED,25.0,USD,665.01,640.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000004E,hash00000000000000000000000000000000000000000000000000000000003A,note=dining,2026-05-27T05:06:40.291935Z,-25.0,-25.0,,dining,2026-03-24,2026-03,-25.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000004F,2026-03-25 11:45:00+00:00,2026-03,ACC1005,CLIENT-555,GRP-202603-25,CREDIT,COMPLETED,130.0,USD,2150.0,2280.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000004F,hash00000000000000000000000000000000000000000000000000000000003B,note=small deposit,2026-05-27T05:06:40.291935Z,130.0,130.0,,small deposit,2026-03-25,2026-03,130.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000050,2026-03-26 12:55:00+00:00,2026-03,ACC1006,CLIENT-888,GRP-202603-26,DEBIT,COMPLETED,40.0,USD,616.0,576.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000050,hash00000000000000000000000000000000000000000000000000000000003C,note=service|merchant_category=Misc,2026-05-27T05:06:40.291935Z,-40.0,-40.0,,service,2026-03-26,2026-03,-40.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000051,2026-03-27 13:05:00+00:00,2026-03,ACC1007,CLIENT-999,GRP-202603-27,CREDIT,COMPLETED,220.0,USD,1750.0,1970.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000051,hash00000000000000000000000000000000000000000000000000000000003D,note=salary,2026-05-27T05:06:40.291935Z,220.0,220.0,,salary,2026-03-27,2026-03,220.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000052,2026-03-28 14:15:00+00:00,2026-03,ACC1008,MERCH-500,GRP-202603-28,DEBIT,COMPLETED,18.0,USD,505.0,487.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000052,hash00000000000000000000000000000000000000000000000000000000003E,note=breakfast,2026-05-27T05:06:40.291935Z,-18.0,-18.0,,breakfast,2026-03-28,2026-03,-18.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000053,2026-03-29 15:25:00+00:00,2026-03,ACC1009,CLIENT-444,GRP-202603-29,CREDIT,COMPLETED,350.0,USD,2150.0,2500.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000053,hash00000000000000000000000000000000000000000000000000000000003F,note=deposit,2026-05-27T05:06:40.291935Z,350.0,350.0,,deposit,2026-03-29,2026-03,350.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000054,2026-03-30 16:35:00+00:00,2026-03,ACC1010,MERCH-303,GRP-202603-30,DEBIT,COMPLETED,95.0,USD,1390.0,1295.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000054,hash000000000000000000000000000000000000000000000000000000000040,note=clothes,2026-05-27T05:06:40.291935Z,-95.0,-95.0,,clothes,2026-03-30,2026-03,-95.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000055,2026-03-31 17:45:00+00:00,2026-03,ACC1011,CLIENT-121,GRP-202603-31,CREDIT,COMPLETED,500.0,USD,3050.0,3550.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000055,hash000000000000000000000000000000000000000000000000000000000041,note=bonus,2026-05-27T05:06:40.291935Z,500.0,500.0,,bonus,2026-03-31,2026-03,500.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000056,2026-04-01 08:00:00+00:00,2026-04,ACC1012,MERCH-101,GRP-202604-01,DEBIT,COMPLETED,10.0,USD,380.0,370.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000056,hash000000000000000000000000000000000000000000000000000000000042,note=market,2026-05-27T05:06:40.291935Z,-10.0,-10.0,,market,2026-04-01,2026-04,-10.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000057,2026-04-02 09:10:00+00:00,2026-04,ACC1013,CLIENT-313,GRP-202604-02,CREDIT,COMPLETED,600.0,USD,1600.0,2200.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000057,hash000000000000000000000000000000000000000000000000000000000043,note=deposit,2026-05-27T05:06:40.291935Z,600.0,600.0,,deposit,2026-04-02,2026-04,600.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000058,2026-04-03 10:20:00+00:00,2026-04,ACC1014,MERCH-202,GRP-202604-03,DEBIT,COMPLETED,60.0,USD,925.0,865.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000058,hash000000000000000000000000000000000000000000000000000000000044,note=books,2026-05-27T05:06:40.291935Z,-60.0,-60.0,,books,2026-04-03,2026-04,-60.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000059,2026-04-04 11:30:00+00:00,2026-04,ACC1015,CLIENT-515,GRP-202604-04,CREDIT,COMPLETED,800.0,USD,1600.0,2400.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000059,hash000000000000000000000000000000000000000000000000000000000045,note=payroll,2026-05-27T05:06:40.291935Z,800.0,800.0,,payroll,2026-04-04,2026-04,800.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000005A,2026-04-05 12:40:00+00:00,2026-04,ACC1016,MERCH-404,GRP-202604-05,DEBIT,COMPLETED,35.0,USD,950.01,915.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005A,hash000000000000000000000000000000000000000000000000000000000046,note=tech accessory,2026-05-27T05:06:40.291935Z,-35.0,-35.0,,tech accessory,2026-04-05,2026-04,-35.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000005B,2026-04-06 13:50:00+00:00,2026-04,ACC1017,CLIENT-727,GRP-202604-06,CREDIT,COMPLETED,700.0,USD,750.0,1450.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005B,hash000000000000000000000000000000000000000000000000000000000047,note=deposit,2026-05-27T05:06:40.291935Z,700.0,700.0,,deposit,2026-04-06,2026-04,700.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000005C,2026-04-07 14:00:00+00:00,2026-04,ACC1018,MERCH-909,GRP-202604-07,DEBIT,COMPLETED,28.0,USD,265.0,237.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005C,hash000000000000000000000000000000000000000000000000000000000048,note=retail,2026-05-27T05:06:40.291935Z,-28.0,-28.0,,retail,2026-04-07,2026-04,-28.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000005D,2026-04-08 15:10:00+00:00,2026-04,ACC1019,CLIENT-929,GRP-202604-08,CREDIT,COMPLETED,400.0,USD,1550.0,1950.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005D,hash000000000000000000000000000000000000000000000000000000000049,note=deposit,2026-05-27T05:06:40.291935Z,400.0,400.0,,deposit,2026-04-08,2026-04,400.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000005E,2026-04-09 16:20:00+00:00,2026-04,ACC1020,MERCH-111,GRP-202604-09,DEBIT,COMPLETED,5.0,USD,80.02,75.02,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005E,hash00000000000000000000000000000000000000000000000000000000004A,note=fee,2026-05-27T05:06:40.291935Z,-5.0,-5.0,,fee,2026-04-09,2026-04,-5.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000005F,2026-04-10 17:30:00+00:00,2026-04,ACC1001,CLIENT-100,GRP-202604-10,DEBIT,COMPLETED,100.0,USD,6250.0,6150.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000005F,hash00000000000000000000000000000000000000000000000000000000004B,note=service,2026-05-27T05:06:40.291935Z,-100.0,-100.0,,service,2026-04-10,2026-04,-100.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000060,2026-04-11 08:40:00+00:00,2026-04,ACC1002,CLIENT-771,GRP-202604-11,CREDIT,COMPLETED,150.0,USD,3350.0,3500.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000060,hash00000000000000000000000000000000000000000000000000000000004C,note=payment,2026-05-27T05:06:40.291935Z,150.0,150.0,,payment,2026-04-11,2026-04,150.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000061,2026-04-12 09:50:00+00:00,2026-04,ACC1003,CLIENT-222,GRP-202604-12,CREDIT,COMPLETED,180.0,USD,2555.0,2735.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000061,hash00000000000000000000000000000000000000000000000000000000004D,note=topup,2026-05-27T05:06:40.291935Z,180.0,180.0,,topup,2026-04-12,2026-04,180.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000062,2026-04-13 11:00:00+00:00,2026-04,ACC1004,MERCH-777,GRP-202604-13,DEBIT,COMPLETED,45.0,USD,640.01,595.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000062,hash00000000000000000000000000000000000000000000000000000000004E,note=groceries,2026-05-27T05:06:40.291935Z,-45.0,-45.0,,groceries,2026-04-13,2026-04,-45.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000063,2026-04-14 12:10:00+00:00,2026-04,ACC1005,CLIENT-555,GRP-202604-14,CREDIT,COMPLETED,210.0,USD,2280.0,2490.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000063,hash00000000000000000000000000000000000000000000000000000000004F,note=deposit,2026-05-27T05:06:40.291935Z,210.0,210.0,,deposit,2026-04-14,2026-04,210.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000064,2026-04-15 13:20:00+00:00,2026-04,ACC1006,CLIENT-888,GRP-202604-15,DEBIT,COMPLETED,33.0,USD,576.0,543.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000064,hash000000000000000000000000000000000000000000000000000000000050,note=subscription,2026-05-27T05:06:40.291935Z,-33.0,-33.0,,subscription,2026-04-15,2026-04,-33.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000065,2026-04-16 14:30:00+00:00,2026-04,ACC1007,CLIENT-999,GRP-202604-16,CREDIT,COMPLETED,240.0,USD,1970.0,2210.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000065,hash000000000000000000000000000000000000000000000000000000000051,note=salary,2026-05-27T05:06:40.291935Z,240.0,240.0,,salary,2026-04-16,2026-04,240.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000066,2026-04-17 15:40:00+00:00,2026-04,ACC1008,MERCH-500,GRP-202604-17,DEBIT,COMPLETED,22.5,USD,487.0,464.5,RPT01,True,hash000000000000000000000000000000000000000000000000000000000066,hash000000000000000000000000000000000000000000000000000000000052,note=breakfast,2026-05-27T05:06:40.291935Z,-22.5,-22.5,,breakfast,2026-04-17,2026-04,-22.5,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000067,2026-04-18 16:50:00+00:00,2026-04,ACC1009,CLIENT-444,GRP-202604-18,CREDIT,COMPLETED,400.0,USD,2500.0,2900.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000067,hash000000000000000000000000000000000000000000000000000000000053,note=deposit,2026-05-27T05:06:40.291935Z,400.0,400.0,,deposit,2026-04-18,2026-04,400.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000068,2026-04-19 17:00:00+00:00,2026-04,ACC1010,MERCH-303,GRP-202604-19,DEBIT,COMPLETED,85.0,USD,1295.0,1210.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000068,hash000000000000000000000000000000000000000000000000000000000054,note=clothes,2026-05-27T05:06:40.291935Z,-85.0,-85.0,,clothes,2026-04-19,2026-04,-85.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000069,2026-04-20 18:10:00+00:00,2026-04,ACC1011,CLIENT-121,GRP-202604-20,CREDIT,COMPLETED,600.0,USD,3550.0,4150.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000069,hash000000000000000000000000000000000000000000000000000000000055,note=bonus,2026-05-27T05:06:40.291935Z,600.0,600.0,,bonus,2026-04-20,2026-04,600.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000006A,2026-04-21 08:20:00+00:00,2026-04,ACC1012,MERCH-101,GRP-202604-21,DEBIT,COMPLETED,12.0,USD,370.0,358.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006A,hash000000000000000000000000000000000000000000000000000000000056,note=market,2026-05-27T05:06:40.291935Z,-12.0,-12.0,,market,2026-04-21,2026-04,-12.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000006B,2026-04-22 09:30:00+00:00,2026-04,ACC1013,CLIENT-313,GRP-202604-22,CREDIT,COMPLETED,300.0,USD,2200.0,2500.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006B,hash000000000000000000000000000000000000000000000000000000000063,note=deposit,2026-05-27T05:06:40.291935Z,300.0,300.0,,deposit,2026-04-22,2026-04,300.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000006C,2026-04-23 10:40:00+00:00,2026-04,ACC1014,MERCH-202,GRP-202604-23,DEBIT,COMPLETED,65.0,USD,865.0,800.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006C,hash000000000000000000000000000000000000000000000000000000000044,note=books,2026-05-27T05:06:40.291935Z,-65.0,-65.0,,books,2026-04-23,2026-04,-65.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000006D,2026-04-24 11:50:00+00:00,2026-04,ACC1015,CLIENT-515,GRP-202604-24,CREDIT,COMPLETED,900.0,USD,2400.0,3300.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006D,hash000000000000000000000000000000000000000000000000000000000063,note=bonus payout,2026-05-27T05:06:40.291935Z,900.0,900.0,,bonus payout,2026-04-24,2026-04,900.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000006E,2026-04-25 12:00:00+00:00,2026-04,ACC1016,MERCH-404,GRP-202604-25,DEBIT,COMPLETED,44.0,USD,915.01,871.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006E,hash00000000000000000000000000000000000000000000000000000000005A,note=tech purchase,2026-05-27T05:06:40.291935Z,-44.0,-44.0,,tech purchase,2026-04-25,2026-04,-44.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000006F,2026-04-26 13:10:00+00:00,2026-04,ACC1017,CLIENT-727,GRP-202604-26,CREDIT,COMPLETED,800.0,USD,1450.0,2250.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000006F,hash00000000000000000000000000000000000000000000000000000000005B,note=deposit,2026-05-27T05:06:40.291935Z,800.0,800.0,,deposit,2026-04-26,2026-04,800.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000070,2026-04-27 14:20:00+00:00,2026-04,ACC1018,MERCH-909,GRP-202604-27,DEBIT,COMPLETED,33.5,USD,237.0,203.5,RPT01,True,hash000000000000000000000000000000000000000000000000000000000070,hash00000000000000000000000000000000000000000000000000000000005C,note=retail,2026-05-27T05:06:40.291935Z,-33.5,-33.5,,retail,2026-04-27,2026-04,-33.5,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000071,2026-04-28 15:30:00+00:00,2026-04,ACC1019,CLIENT-929,GRP-202604-28,CREDIT,COMPLETED,450.0,USD,1950.0,2400.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000071,hash00000000000000000000000000000000000000000000000000000000005D,note=deposit,2026-05-27T05:06:40.291935Z,450.0,450.0,,deposit,2026-04-28,2026-04,450.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000072,2026-04-29 16:40:00+00:00,2026-04,ACC1020,MERCH-111,GRP-202604-29,DEBIT,COMPLETED,7.5,USD,75.02,67.52,RPT01,True,hash000000000000000000000000000000000000000000000000000000000072,hash00000000000000000000000000000000000000000000000000000000005E,note=small fee,2026-05-27T05:06:40.291935Z,-7.5,-7.5,,small fee,2026-04-29,2026-04,-7.5,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000073,2026-04-30 17:50:00+00:00,2026-04,ACC1001,CLIENT-100,GRP-202604-30,DEBIT,COMPLETED,500.0,USD,6150.0,5650.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000073,hash00000000000000000000000000000000000000000000000000000000005F,note=withdrawal,2026-05-27T05:06:40.291935Z,-500.0,-500.0,,withdrawal,2026-04-30,2026-04,-500.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000074,2026-05-01 08:00:00+00:00,2026-05,ACC1002,CLIENT-771,GRP-202605-01,CREDIT,COMPLETED,200.0,USD,3500.0,3700.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000074,hash000000000000000000000000000000000000000000000000000000000060,note=payment,2026-05-27T05:06:40.291935Z,200.0,200.0,,payment,2026-05-01,2026-05,200.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000075,2026-05-02 09:10:00+00:00,2026-05,ACC1003,CLIENT-222,GRP-202605-02,DEBIT,COMPLETED,60.0,USD,2735.0,2675.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000075,hash000000000000000000000000000000000000000000000000000000000061,note=utilities,2026-05-27T05:06:40.291935Z,-60.0,-60.0,,utilities,2026-05-02,2026-05,-60.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000076,2026-05-03 10:20:00+00:00,2026-05,ACC1004,MERCH-777,GRP-202605-03,DEBIT,COMPLETED,30.0,USD,640.01,610.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000076,hash00000000000000000000000000000000000000000000000000000000004E,note=groceries,2026-05-27T05:06:40.291935Z,-30.0,-30.0,,groceries,2026-05-03,2026-05,-30.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000077,2026-05-04 11:30:00+00:00,2026-05,ACC1005,CLIENT-555,GRP-202605-04,CREDIT,COMPLETED,180.0,USD,2490.0,2670.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000077,hash000000000000000000000000000000000000000000000000000000000063,note=deposit,2026-05-27T05:06:40.291935Z,180.0,180.0,,deposit,2026-05-04,2026-05,180.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000078,2026-05-05 12:40:00+00:00,2026-05,ACC1006,CLIENT-888,GRP-202605-05,DEBIT,COMPLETED,20.0,USD,543.0,523.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000078,hash000000000000000000000000000000000000000000000000000000000064,note=subscription,2026-05-27T05:06:40.291935Z,-20.0,-20.0,,subscription,2026-05-05,2026-05,-20.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000079,2026-05-06 13:50:00+00:00,2026-05,ACC1007,CLIENT-999,GRP-202605-06,CREDIT,COMPLETED,260.0,USD,2210.0,2470.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000079,hash000000000000000000000000000000000000000000000000000000000065,note=salary,2026-05-27T05:06:40.291935Z,260.0,260.0,,salary,2026-05-06,2026-05,260.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000007A,2026-05-07 14:00:00+00:00,2026-05,ACC1008,MERCH-500,GRP-202605-07,DEBIT,COMPLETED,25.0,USD,487.0,462.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007A,hash000000000000000000000000000000000000000000000000000000000066,note=coffee,2026-05-27T05:06:40.291935Z,-25.0,-25.0,,coffee,2026-05-07,2026-05,-25.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000007B,2026-05-08 15:10:00+00:00,2026-05,ACC1009,CLIENT-444,GRP-202605-08,CREDIT,COMPLETED,320.0,USD,2900.0,3220.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007B,hash000000000000000000000000000000000000000000000000000000000067,note=client deposit,2026-05-27T05:06:40.291935Z,320.0,320.0,,client deposit,2026-05-08,2026-05,320.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000007C,2026-05-09 16:20:00+00:00,2026-05,ACC1010,MERCH-303,GRP-202605-09,DEBIT,COMPLETED,99.0,USD,1210.0,1111.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007C,hash000000000000000000000000000000000000000000000000000000000068,note=clothes,2026-05-27T05:06:40.291935Z,-99.0,-99.0,,clothes,2026-05-09,2026-05,-99.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000007D,2026-05-10 17:30:00+00:00,2026-05,ACC1011,CLIENT-121,GRP-202605-10,CREDIT,COMPLETED,400.0,USD,4150.0,4550.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007D,hash000000000000000000000000000000000000000000000000000000000069,note=bonus,2026-05-27T05:06:40.291935Z,400.0,400.0,,bonus,2026-05-10,2026-05,400.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000007E,2026-05-11 08:40:00+00:00,2026-05,ACC1012,MERCH-101,GRP-202605-11,DEBIT,COMPLETED,9.0,USD,358.0,349.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007E,hash00000000000000000000000000000000000000000000000000000000006A,note=market,2026-05-27T05:06:40.291935Z,-9.0,-9.0,,market,2026-05-11,2026-05,-9.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000007F,2026-05-12 09:50:00+00:00,2026-05,ACC1013,CLIENT-313,GRP-202605-12,CREDIT,COMPLETED,260.0,USD,2500.0,2760.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000007F,hash00000000000000000000000000000000000000000000000000000000006B,note=deposit,2026-05-27T05:06:40.291935Z,260.0,260.0,,deposit,2026-05-12,2026-05,260.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000080,2026-05-13 11:00:00+00:00,2026-05,ACC1014,MERCH-202,GRP-202605-13,DEBIT,COMPLETED,48.0,USD,800.0,752.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000080,hash00000000000000000000000000000000000000000000000000000000006C,note=books,2026-05-27T05:06:40.291935Z,-48.0,-48.0,,books,2026-05-13,2026-05,-48.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000081,2026-05-14 12:10:00+00:00,2026-05,ACC1015,CLIENT-515,GRP-202605-14,CREDIT,COMPLETED,1000.0,USD,3300.0,4300.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000081,hash00000000000000000000000000000000000000000000000000000000006D,note=salary,2026-05-27T05:06:40.291935Z,1000.0,1000.0,,salary,2026-05-14,2026-05,1000.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000082,2026-05-15 13:20:00+00:00,2026-05,ACC1016,MERCH-404,GRP-202605-15,DEBIT,COMPLETED,55.0,USD,871.01,816.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000082,hash00000000000000000000000000000000000000000000000000000000006E,note=tech,2026-05-27T05:06:40.291935Z,-55.0,-55.0,,tech,2026-05-15,2026-05,-55.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000083,2026-05-16 14:30:00+00:00,2026-05,ACC1017,CLIENT-727,GRP-202605-16,CREDIT,COMPLETED,500.0,USD,2250.0,2750.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000083,hash00000000000000000000000000000000000000000000000000000000006F,note=deposit,2026-05-27T05:06:40.291935Z,500.0,500.0,,deposit,2026-05-16,2026-05,500.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000084,2026-05-17 15:40:00+00:00,2026-05,ACC1018,MERCH-909,GRP-202605-17,DEBIT,COMPLETED,29.0,USD,203.5,174.5,RPT01,True,hash000000000000000000000000000000000000000000000000000000000084,hash000000000000000000000000000000000000000000000000000000000070,note=retail,2026-05-27T05:06:40.291935Z,-29.0,-29.0,,retail,2026-05-17,2026-05,-29.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000085,2026-05-18 16:50:00+00:00,2026-05,ACC1019,CLIENT-929,GRP-202605-18,CREDIT,COMPLETED,550.0,USD,2400.0,2950.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000085,hash000000000000000000000000000000000000000000000000000000000071,note=deposit,2026-05-27T05:06:40.291935Z,550.0,550.0,,deposit,2026-05-18,2026-05,550.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000086,2026-05-19 17:00:00+00:00,2026-05,ACC1020,MERCH-111,GRP-202605-19,DEBIT,COMPLETED,8.0,USD,67.52,59.52,RPT01,True,hash000000000000000000000000000000000000000000000000000000000086,hash000000000000000000000000000000000000000000000000000000000072,note=small fee,2026-05-27T05:06:40.291935Z,-8.0,-7.999999999999993,,small fee,2026-05-19,2026-05,-8.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000087,2026-05-20 18:10:00+00:00,2026-05,ACC1001,CLIENT-100,GRP-202605-20,DEBIT,COMPLETED,750.0,USD,5650.0,4900.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000087,hash000000000000000000000000000000000000000000000000000000000073,note=transfer out,2026-05-27T05:06:40.291935Z,-750.0,-750.0,,transfer out,2026-05-20,2026-05,-750.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000088,2026-05-21 08:20:00+00:00,2026-05,ACC1002,CLIENT-771,GRP-202605-21,CREDIT,COMPLETED,300.0,USD,3700.0,4000.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000088,hash000000000000000000000000000000000000000000000000000000000074,note=payment,2026-05-27T05:06:40.291935Z,300.0,300.0,,payment,2026-05-21,2026-05,300.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000089,2026-05-22 09:30:00+00:00,2026-05,ACC1003,CLIENT-222,GRP-202605-22,DEBIT,COMPLETED,70.0,USD,2675.0,2605.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000089,hash000000000000000000000000000000000000000000000000000000000075,note=bill payment,2026-05-27T05:06:40.291935Z,-70.0,-70.0,,bill payment,2026-05-22,2026-05,-70.0,True,True,True,True,False,True,False,Cadena de hashes inválida
